"","gene_id","gene_type","logFC","AveExpr"
"12838","ENSG00000250927.1","processed_pseudogene",0.0371339112193663,0.0521493022869735
"10257","ENSG00000168273.7","protein_coding",0.0602265079232499,5.38840367693108
"9531","ENSG00000235629.1","antisense",0.033312258979959,-0.216743201540059
"16789","ENSG00000249639.1","antisense",-0.0610810159735868,6.71522436578482
"14777","ENSG00000251147.1","processed_pseudogene",-0.0536649949739549,3.88011029769365
"13358","ENSG00000171201.10","protein_coding",-0.0579935413403438,7.36685451085118
"3476","ENSG00000158488.15","protein_coding",0.0474406026590422,3.66528430485131
"9757","ENSG00000228112.1","processed_pseudogene",-0.0563788849181316,1.74533587294284
"10275","ENSG00000162267.12","protein_coding",0.0338470355139924,4.135290729581
"5375","ENSG00000171865.9","protein_coding",-0.057438716576799,4.50836853173855
"2261","ENSG00000117500.12","protein_coding",-0.0346378074859809,-1.34707818338489
"8989","ENSG00000284643.1","protein_coding",-0.0742841264255963,4.66936190857836
"9243","ENSG00000264292.1","miRNA",0.0318701177197192,-1.38855610415114
"6861","ENSG00000276566.1","IG_V_gene",0.0658428674950374,4.02972717889574
"13791","ENSG00000164038.14","protein_coding",-0.0665242961140378,4.67512930312609
"18930","ENSG00000112578.9","protein_coding",-0.0559278888119068,7.09980167454353
"15546","ENSG00000112996.10","protein_coding",0.0533325795619379,3.03451101485321
"3710","ENSG00000273365.1","lincRNA",-0.0626600816699728,5.5619954696793
"17213","ENSG00000253472.1","processed_pseudogene",-0.0459192981591628,2.34377196833108
"3914","ENSG00000120333.4","protein_coding",0.04460877746672,5.56695952825746
"11455","ENSG00000241592.1","processed_pseudogene",-0.0567222219603746,3.25341320738915
"3519","ENSG00000249197.1","unprocessed_pseudogene",0.0567065161756839,5.57464951814016
"12732","ENSG00000251212.1","processed_pseudogene",0.0669894166073769,3.14291384601421
"11211","ENSG00000248916.1","unprocessed_pseudogene",0.0374529062691101,1.97478313854728
"771","ENSG00000215905.4","processed_pseudogene",-0.0397194961405065,1.32817527997537
"10869","ENSG00000144834.13","protein_coding",0.0404735675676941,4.14952352303021
"16053","ENSG00000220157.4","processed_pseudogene",-0.051642713336839,2.44163458847177
"542","ENSG00000233929.1","processed_pseudogene",0.0318253285277952,-1.31604000187089
"806","ENSG00000187010.20","protein_coding",-0.0541984189783192,1.39359735698142
"329","ENSG00000280113.2","TEC",0.0321538732945399,-0.300390949735683
"6386","ENSG00000224173.1","lincRNA",-0.033778842975251,3.78377064647441
"9143","ENSG00000224814.1","antisense",0.0737565759597245,5.45867252131916
"2625","ENSG00000226419.7","antisense",-0.0517684497665601,8.99820504129347
"6921","ENSG00000144026.11","protein_coding",-0.0529683842059591,6.43122590252273
"4660","ENSG00000118873.15","protein_coding",-0.045804479230763,0.516963705518233
"556","ENSG00000225710.1","unprocessed_pseudogene",0.0707383378610537,4.44516531859501
"14316","ENSG00000137473.17","protein_coding",0.0325612274418549,3.29442305255216
"18757","ENSG00000186328.4","processed_pseudogene",-0.0491439050370129,2.26065400706062
"10103","ENSG00000178149.16","protein_coding",0.0537573938563111,0.776266012300348
"14783","ENSG00000249520.1","processed_pseudogene",-0.0383162639284782,6.78931258818879
"6774","ENSG00000153574.8","protein_coding",0.0330700983227096,2.80204093251991
"3035","ENSG00000270276.2","protein_coding",-0.0430241889769843,-0.19004462347061
"3140","ENSG00000232937.1","sense_intronic",-0.0390825824779885,-0.970198688216323
"12798","ENSG00000038210.12","protein_coding",0.0316565602246326,-0.60136460769347
"11214","ENSG00000244932.2","unprocessed_pseudogene",0.0436862623202937,0.422113654393062
"5131","ENSG00000270859.1","processed_pseudogene",-0.0590244297307769,5.50295402335329
"6647","ENSG00000232548.1","lincRNA",-0.0317494971652577,0.698125370861305
"13075","ENSG00000232471.3","unprocessed_pseudogene",-0.0317519512374897,0.74884157145852
"17028","ENSG00000131504.16","protein_coding",-0.0477781473028573,6.15300540471172
"2227","ENSG00000137948.18","protein_coding",-0.0631895464173684,5.65577633511318
"15740","ENSG00000217416.4","processed_pseudogene",-0.0329441687257804,-0.0663319735280072
"2340","ENSG00000284247.1","miRNA",-0.0525221424313113,5.19157632363607
"9879","ENSG00000168036.17","protein_coding",0.0459050896364032,8.03219472157966
"17790","ENSG00000272279.1","lincRNA",0.0373165048947729,2.80707324428698
"8257","ENSG00000163492.15","protein_coding",0.0669253654272682,3.0601061480953
"17960","ENSG00000137210.13","protein_coding",0.0339693828197358,6.13508974070996
"3561","ENSG00000228606.2","antisense",0.0507557575831701,1.2605954294898
"10077","ENSG00000114268.11","protein_coding",0.0322999840581342,0.0284699277329691
"5363","ENSG00000234423.1","lincRNA",0.0531013261297471,4.63457108177238
"14237","ENSG00000273472.1","lincRNA",-0.0432416680465458,1.31936417959404
"9669","ENSG00000224237.1","processed_pseudogene",0.0459462377693571,6.26429803375447
"13207","ENSG00000249892.1","lincRNA",-0.0350350731995213,0.0289476195544978
"6351","ENSG00000138069.17","protein_coding",0.0365131629109144,1.73180653729661
"15946","ENSG00000145700.9","protein_coding",0.0407186703627476,-0.939055827213519
"3450","ENSG00000271736.1","lincRNA",0.0412897836137073,0.366217754658881
"7455","ENSG00000227738.1","processed_pseudogene",-0.0461445619991813,2.80243323423661
"8556","ENSG00000055044.10","protein_coding",-0.0372638865133279,3.57585686172922
"18421","ENSG00000235963.1","unprocessed_pseudogene",0.0438894889876208,1.3943269066152
"1032","ENSG00000269967.1","lincRNA",-0.0338870788352643,-0.558549552888575
"5561","ENSG00000226041.1","lincRNA",0.0650085517784234,5.60629584962342
"8277","ENSG00000238171.1","lincRNA",0.0380491790788274,-0.208369798220961
"18954","ENSG00000181524.6","processed_pseudogene",0.0602321065074494,4.58501201104834
"12613","ENSG00000230430.4","protein_coding",-0.0347417275497222,-0.511692077665588
"9998","ENSG00000236736.1","processed_pseudogene",0.0365042348315921,-0.701278635443253
"11599","ENSG00000229619.3","antisense",-0.0566771173683006,2.19359770011746
"13704","ENSG00000201744.1","snRNA",0.0453564073989242,5.50322987653694
"16158","ENSG00000247828.7","antisense",0.0397445582119211,6.58368305447759
"17196","ENSG00000256235.2","protein_coding",0.0319656798402473,0.108813590796348
"18272","ENSG00000185130.5","protein_coding",0.0326606225634177,0.723668805476638
"3042","ENSG00000143368.9","protein_coding",0.0733510485192296,3.3569660095786
"11049","ENSG00000243918.1","processed_pseudogene",-0.0496331219735168,8.41146713522104
"11946","ENSG00000260743.1","lincRNA",0.0602054583659041,4.79163192620805
"17013","ENSG00000276547.1","protein_coding",0.0313823470020628,0.999239537249154
"8507","ENSG00000226658.1","processed_pseudogene",-0.0517646328375359,4.6505993294629
"531","ENSG00000186510.11","protein_coding",-0.0388734001074831,0.0731073328255809
"239","ENSG00000069812.11","protein_coding",0.0664274127902562,6.46187234117997
"12920","ENSG00000264621.1","miRNA",0.0370863760145183,5.59929733516483
"530","ENSG00000173641.17","protein_coding",0.0672383096051917,4.84021043296416
"3158","ENSG00000232678.2","processed_pseudogene",-0.0317135430829006,-1.10272424873255
"7753","ENSG00000252015.1","snRNA",0.0348470131559846,-1.55084580313257
"9570","ENSG00000270739.1","processed_pseudogene",-0.0476941809201755,3.66381127880067
"16896","ENSG00000200756.1","snRNA",-0.0644889983679923,4.15220440494181
"14712","ENSG00000248197.1","lincRNA",0.0433100695602656,-0.518656884603819
"15199","ENSG00000250782.1","protein_coding",0.0383141483453731,1.28615376108586
"16989","ENSG00000120328.6","protein_coding",0.0356456409432296,6.25035362804055
"5351","ENSG00000228613.1","antisense",-0.0442647374831927,5.47419075556893
"14480","ENSG00000249819.1","processed_pseudogene",0.0341033585824488,-0.126800098281287
"2534","ENSG00000282852.1","processed_pseudogene",0.0331998772820135,-1.01041293860105
"8256","ENSG00000267784.1","antisense",-0.0539972033420813,5.08252820985161
"15977","ENSG00000250574.1","processed_pseudogene",0.0313349632933911,2.40622631554944
"17644","ENSG00000285891.1","protein_coding",-0.0605589595018679,5.80770710374814
"18547","ENSG00000204511.2","protein_coding",0.0546191398381847,1.4243420427876
"18662","ENSG00000263649.1","miRNA",-0.0623251341749789,2.32353544691348
"16701","ENSG00000164402.13","protein_coding",-0.0340885508249711,4.65749383821908
"4480","ENSG00000197721.16","protein_coding",0.05420242092018,4.22595691028771
"882","ENSG00000224064.1","processed_pseudogene",-0.0387190996432562,0.427739157937568
"2857","ENSG00000233586.1","processed_pseudogene",0.032370936060746,-0.50525335455659
"852","ENSG00000176092.15","protein_coding",-0.0496301154549062,6.07867635029358
"16914","ENSG00000249637.1","antisense",-0.0634195277037018,6.54920956316772
"18008","ENSG00000272209.1","lincRNA",0.0463025204101823,3.53770756135825
"3723","ENSG00000215952.1","miRNA",-0.0449095576016569,1.09415474899797
"11234","ENSG00000249869.1","processed_pseudogene",0.0344099871984913,-1.21606362537299
"8207","ENSG00000251746.1","rRNA_pseudogene",-0.0553051564372833,7.45586481225937
"9373","ENSG00000134109.10","protein_coding",-0.033196986793749,2.59672228357118
"14751","ENSG00000173320.11","protein_coding",-0.0556272988859946,1.06975478525854
"16684","ENSG00000233006.7","processed_transcript",-0.0428163752742668,-0.207194396138789
"3506","ENSG00000163568.14","protein_coding",0.0329175700805208,-1.42175829515099
"16069","ENSG00000251450.1","antisense",-0.0555517890139112,1.10253219891236
"5673","ENSG00000198399.14","protein_coding",0.0432959368499043,0.871522108801978
"9631","ENSG00000223791.1","antisense",0.0506257838798057,7.86582874507984
"6926","ENSG00000115041.12","protein_coding",-0.031084771496026,0.780098030139422
"347","ENSG00000199562.1","snRNA",-0.0617954340810734,5.53903221262331
"669","ENSG00000233069.1","antisense",0.0377235604302341,0.208329856932638
"17168","ENSG00000199047.3","miRNA",0.0341395994027198,6.07023733294315
"400","ENSG00000275915.1","misc_RNA",0.060560087963817,3.89277440754127
"11975","ENSG00000284862.1","protein_coding",-0.0608622202377013,5.18474565478069
"12313","ENSG00000225822.4","antisense",0.0334391271319193,1.81910598308636
"14838","ENSG00000247130.2","antisense",0.0320104920562393,-1.22219974218717
"4070","ENSG00000270994.1","processed_pseudogene",-0.032484384475169,1.20562406700081
"16489","ENSG00000232916.1","processed_pseudogene",-0.0609460835707899,5.96929163929782
"9060","ENSG00000263641.1","miRNA",-0.0453342326554732,9.75876064496323
"6935","ENSG00000144010.9","protein_coding",-0.0457956740130032,4.90051583083636
"3810","ENSG00000235378.2","processed_pseudogene",-0.0641480152961266,4.1548199910901
"5077","ENSG00000224783.1","processed_pseudogene",-0.0485087994797029,9.17467444858752
"16170","ENSG00000250555.2","antisense",-0.0643771272380291,4.19619502921383
"753","ENSG00000285802.1","lincRNA",-0.0517601903844304,7.89827405179368
"12341","ENSG00000227375.5","antisense",0.0354947520398641,1.36063775607355
"10018","ENSG00000284672.1","protein_coding",-0.0589032848019417,4.22534569756671
"9494","ENSG00000233252.1","processed_pseudogene",0.0519892843547185,0.708214073759893
"5113","ENSG00000054277.13","protein_coding",-0.0503799701540267,9.27595243311631
"1162","ENSG00000196182.10","protein_coding",0.0548657428961806,0.678017437884315
"14874","ENSG00000281652.1","unprocessed_pseudogene",0.0468524204498467,-0.996900226748863
"13146","ENSG00000134852.14","protein_coding",0.0386063788100312,3.55695079352308
"6281","ENSG00000278523.1","misc_RNA",0.0706214755277714,4.81215295550613
"9982","ENSG00000211456.10","protein_coding",0.0384298035475013,4.94574384716826
"18883","ENSG00000156564.8","protein_coding",0.0514791859987236,1.85794230896513
"1210","ENSG00000212541.1","snRNA",-0.0421092317566036,2.02135253495936
"5058","ENSG00000266262.1","miRNA",0.0357198968385835,2.42791926061618
"12440","ENSG00000013810.18","protein_coding",0.0447372702442902,2.54774627166781
"4559","ENSG00000212187.1","snoRNA",-0.0326687368409942,-0.978161474262404
"11859","ENSG00000207114.1","snRNA",0.0550805352220606,4.12336022684153
"3866","ENSG00000251943.1","snRNA",-0.0309839969706968,0.564588104391813
"13728","ENSG00000252548.1","snRNA",-0.0451686530647664,3.80753743102207
"5215","ENSG00000228982.1","unprocessed_pseudogene",0.0356925527407262,1.00668092133923
"3534","ENSG00000158714.10","protein_coding",0.0484900976067364,0.761741007644098
"9560","ENSG00000264354.1","miRNA",-0.060633966294264,7.71161888373703
"18219","ENSG00000026950.16","protein_coding",-0.0607783559750225,7.45021443711001
"10106","ENSG00000207605.3","miRNA",-0.0308532135548129,0.35329431408944
"2691","ENSG00000163399.15","protein_coding",-0.0455028029856356,3.95261596478977
"4058","ENSG00000207472.1","snRNA",0.0310624443307762,-1.09320054351982
"3497","ENSG00000197403.4","protein_coding",0.0586654584816655,3.4435335376075
"5112","ENSG00000117009.11","protein_coding",-0.0450641401714977,-0.148284128807384
"14774","ENSG00000251230.5","lincRNA",-0.0431785928834525,-1.02318883939859
"16472","ENSG00000249249.1","antisense",-0.0436406452864524,-0.123418915146404
"12064","ENSG00000284917.1","protein_coding",0.0608363395958332,2.42086731926424
"16581","ENSG00000248600.1","lincRNA",0.0529217594352782,4.57682631766508
"7162","ENSG00000224061.1","processed_pseudogene",-0.0428764809891113,6.21005482847132
"10923","ENSG00000270880.1","processed_pseudogene",-0.0484028882113576,1.72201662069622
"14347","ENSG00000248210.1","lincRNA",0.031776519436546,5.56152118467903
"13576","ENSG00000201633.1","misc_RNA",-0.0598561989713022,2.69058346059357
"14714","ENSG00000249460.1","lincRNA",-0.0311565933847869,-1.47546239730029
"2207","ENSG00000212459.1","snRNA",-0.0608026293910211,2.79951018819288
"2316","ENSG00000233907.1","lincRNA",-0.0343502300384502,0.374384323084232
"1696","ENSG00000235741.1","lincRNA",-0.0415466087723396,4.31607983977765
"15010","ENSG00000250974.2","lincRNA",0.0410812017000585,2.1668228895738
"5006","ENSG00000173726.10","protein_coding",0.0489383559637818,4.69120162667288
"3880","ENSG00000117592.8","protein_coding",-0.0322472309646345,0.269802714364944
"5308","ENSG00000242529.1","processed_pseudogene",0.0421025017681472,8.89978068680926
"6642","ENSG00000225045.1","processed_pseudogene",-0.0464107834884676,1.61817289327155
"18627","ENSG00000213676.12","protein_coding",-0.0378357123280544,0.403668575141666
"16933","ENSG00000284325.1","miRNA",0.0491971251813639,3.87675611965024
"14553","ENSG00000248645.1","unprocessed_pseudogene",0.0322249682621682,-1.16803940478324
"355","ENSG00000241563.3","protein_coding",0.0312304962666755,-1.2353968495888
"8590","ENSG00000204196.5","processed_pseudogene",-0.0622845120086269,5.19346381542793
"12099","ENSG00000265470.1","miRNA",-0.0524891284293741,7.05958890615742
"15538","ENSG00000212561.1","snRNA",-0.0306512462946102,1.30724896791717
"5607","ENSG00000200763.1","snRNA",0.0495735938913299,3.7753599350395
"11786","ENSG00000114209.14","protein_coding",-0.0356373019585944,6.11128153892401
"12421","ENSG00000212458.1","snoRNA",0.0457783598843814,2.63979436246234
"5751","ENSG00000138085.16","protein_coding",-0.0620158551803659,4.507907645642
"3958","ENSG00000201347.1","rRNA_pseudogene",0.0463456770159279,2.85623488371443
"2665","ENSG00000227970.1","unitary_pseudogene",-0.0579595390128655,7.2467529452147
"16522","ENSG00000206786.1","snRNA",-0.0428372866290974,-0.394035538701673
"6039","ENSG00000277809.1","misc_RNA",0.0574533845015583,1.16372847591234
"11704","ENSG00000243675.1","processed_pseudogene",-0.0310607671640199,-1.08366349557287
"11652","ENSG00000163655.15","protein_coding",0.0346495269596796,2.29061166055313
"18491","ENSG00000237923.1","lincRNA",0.0604721168764956,5.22480804543871
"18493","ENSG00000237775.1","antisense",0.0331062954942535,-0.0784538304175441
"18753","ENSG00000216636.1","processed_pseudogene",-0.039718686555734,0.498974474307573
"15104","ENSG00000251548.1","processed_pseudogene",-0.0483908741282374,5.02813812196916
"21","ENSG00000273874.1","miRNA",-0.0658880693971792,5.14288000898905
"6532","ENSG00000279070.2","lincRNA",0.0587212907474582,2.56481032819654
"15835","ENSG00000183474.15","protein_coding",0.0358739618182698,4.08903659682327
"7956","ENSG00000054219.10","protein_coding",0.0319845133285609,-1.25196658367424
"16430","ENSG00000251076.1","antisense",-0.0459579953900193,3.32764214852032
"6187","ENSG00000240401.8","antisense",0.0524420300071888,8.9024284892313
"12021","ENSG00000078081.7","protein_coding",0.0444370491378075,0.511202744079603
"8481","ENSG00000162972.10","protein_coding",-0.0360478247931442,-0.519728387690227
"13737","ENSG00000249065.2","transcribed_processed_pseudogene",0.0490029808069633,8.62245208377254
"6871","ENSG00000265897.2","processed_pseudogene",-0.0587240156095486,6.03154822811514
"1885","ENSG00000172410.4","protein_coding",0.0306914651390991,-0.938065606614914
"2750","ENSG00000203859.9","protein_coding",-0.0527850011292213,5.73240768185533
"3987","ENSG00000162782.15","protein_coding",-0.0572774613366157,5.66867712878699
"12355","ENSG00000273375.1","lincRNA",-0.0340619898087388,1.95536245462996
"2776","ENSG00000265808.3","protein_coding",-0.0572627340539169,6.63867818829886
"15423","ENSG00000270558.1","processed_pseudogene",-0.058563370366917,5.7552967807084
"2896","ENSG00000131788.15","protein_coding",0.0304389404681952,1.58160985361303
"10534","ENSG00000113805.8","protein_coding",0.0629392233052715,5.95798595398388
"8599","ENSG00000178562.17","protein_coding",-0.0349127613227347,1.44711481901337
"8255","ENSG00000271401.1","lincRNA",0.0362941994130747,-0.205028290389862
"4544","ENSG00000223649.1","lincRNA",-0.0508429473599226,0.980653549317405
"16838","ENSG00000212460.1","snRNA",0.0369977459615959,3.31872455416562
"7317","ENSG00000169607.12","protein_coding",0.0671920080678204,5.35871203165803
"3074","ENSG00000276103.1","snRNA",-0.0621828233495004,6.79478453194388
"5430","ENSG00000231083.1","lincRNA",-0.0542830585968315,8.74542462663681
"12575","ENSG00000251615.3","lincRNA",-0.0313209389680439,-1.27159347092995
"2314","ENSG00000230434.2","lincRNA",-0.0546358047155752,-1.93030047948049
"17279","ENSG00000135077.8","protein_coding",0.0416872626378712,0.677118040286314
"14434","ENSG00000249041.1","antisense",0.042293166362201,1.84325476800857
"14187","ENSG00000249381.1","lincRNA",-0.0587978174168514,8.97801050628972
"7213","ENSG00000135960.9","protein_coding",-0.0557267592559286,1.45842490240695
"13505","ENSG00000266270.1","miRNA",0.0316597873116798,0.0755317958105992
"17185","ENSG00000070814.19","protein_coding",-0.0591595839563525,2.17280426237243
"11716","ENSG00000151967.18","protein_coding",-0.059926169230187,5.16659349978746
"5949","ENSG00000227238.1","unitary_pseudogene",0.0399367831328624,3.53289449008163
"14839","ENSG00000248370.1","lincRNA",0.0310351240546256,-0.572459385821164
"7966","ENSG00000232337.1","processed_pseudogene",-0.0411085892533945,0.545178759105888
"17436","ENSG00000249601.2","lincRNA",-0.0573176347748106,6.43586076606778
"3032","ENSG00000261716.2","transcribed_unprocessed_pseudogene",-0.0402039155383142,2.40408026107659
"4519","ENSG00000117595.11","protein_coding",0.0492768168275688,-0.00461667685051899
"9791","ENSG00000224080.1","processed_pseudogene",0.0351935079911241,-0.643730069231121
"10437","ENSG00000223409.1","processed_pseudogene",-0.0655771089189555,4.96638125161407
"14299","ENSG00000237136.7","protein_coding",0.0317786474010583,4.31393435655561
"7691","ENSG00000153086.13","protein_coding",0.051981367131104,3.60379637024811
"2664","ENSG00000052723.11","protein_coding",0.034635781275429,-0.938581659037561
"4745","ENSG00000229742.1","processed_pseudogene",0.0307987144542903,1.65836604492126
"1526","ENSG00000229554.2","processed_pseudogene",0.0302981172780478,-0.37000297532734
"5423","ENSG00000229405.1","processed_pseudogene",-0.0572963244748615,5.05420170048469
"14361","ENSG00000252451.1","rRNA_pseudogene",0.0508271167511355,2.51734963560095
"9447","ENSG00000272410.5","protein_coding",-0.0413423133823505,1.2987021448904
"183","ENSG00000272235.1","lincRNA",0.0374977327573961,-0.628781176919338
"18048","ENSG00000112183.14","protein_coding",-0.0673599317454068,4.17615838058659
"7620","ENSG00000227661.1","unprocessed_pseudogene",-0.0327839022958422,1.14586836989763
"3414","ENSG00000183856.10","protein_coding",-0.0405536631013443,1.25262049227799
"3867","ENSG00000117560.7","protein_coding",-0.0381607682607421,1.64809726172086
"7026","ENSG00000115085.13","protein_coding",-0.044695758968356,5.61052015948424
"2593","ENSG00000284755.1","protein_coding",-0.053138405473863,9.51089234497993
"4891","ENSG00000177788.5","bidirectional_promoter_lncRNA",0.0301778373182316,-1.1388293277328
"9584","ENSG00000131374.14","protein_coding",-0.0470508616351113,6.59902720978627
"8470","ENSG00000119042.16","protein_coding",0.0319209004064487,-0.541559009890577
"10465","ENSG00000265355.1","miRNA",-0.0663386358210131,7.24596439330811
"15217","ENSG00000251487.1","lincRNA",-0.0526275552636511,4.62674216440591
"13657","ENSG00000138640.14","protein_coding",-0.0346275019527648,3.33812319062895
"11148","ENSG00000201288.1","snRNA",0.0529345735026707,0.528188517469198
"15416","ENSG00000164190.17","protein_coding",-0.0566912708951897,4.46657292147187
"5094","ENSG00000224359.2","antisense",-0.0580101276663659,4.62446478979352
"5026","ENSG00000235761.2","processed_pseudogene",-0.0375829022636784,3.56686750153076
"10206","ENSG00000145041.15","protein_coding",-0.0377993019872503,5.29279484659026
"8218","ENSG00000213963.6","sense_overlapping",-0.0310438215732743,-0.553098516116324
"14435","ENSG00000249692.1","processed_pseudogene",0.0586497712111406,6.50537799969869
"14284","ENSG00000222594.1","misc_RNA",0.0301102900079367,1.92160932076948
"9400","ENSG00000199815.2","snoRNA",0.0329015318495866,-0.229237516065688
"14031","ENSG00000050730.15","protein_coding",0.0583307622590825,6.11104874954695
"15167","ENSG00000250816.1","processed_pseudogene",0.0339008247107712,2.65756601996578
"15755","ENSG00000272354.1","lincRNA",0.0667560205178089,2.12526115074631
"9317","ENSG00000226423.1","lincRNA",-0.0603460618232167,7.75579193451327
"6446","ENSG00000143977.13","protein_coding",-0.037489165011674,-1.08795895318003
"9225","ENSG00000132326.11","protein_coding",0.0332437255423586,1.26138827279918
"6551","ENSG00000115275.12","protein_coding",0.0344988774519783,-0.293764100610334
"6575","ENSG00000115350.11","protein_coding",-0.0576576208669667,4.60532504963454
"9131","ENSG00000077044.10","protein_coding",0.0569653839263656,6.80346242431328
"13006","ENSG00000183783.6","protein_coding",0.0301251388198989,0.96877233564835
"8000","ENSG00000182263.13","protein_coding",-0.0655459614244768,4.24277297168196
"10026","ENSG00000160796.16","protein_coding",0.0344783658120831,-0.16900143733888
"4334","ENSG00000159346.12","protein_coding",0.0325201522195792,0.843075556543004
"8609","ENSG00000225304.1","processed_pseudogene",0.0426432482508517,0.933222250994892
"16054","ENSG00000206774.1","snRNA",0.030473765582216,-1.31752033729565
"11401","ENSG00000250161.1","processed_pseudogene",-0.0334474456897112,2.94084008293467
"12603","ENSG00000223569.6","protein_coding",-0.0477231164358733,1.1484085226751
"3763","ENSG00000221545.1","miRNA",-0.033559153496357,-0.906395865271402
"7104","ENSG00000236525.1","sense_intronic",-0.0580301344326274,6.27659433864985
"173","ENSG00000283259.1","antisense",-0.0390814043883718,-1.33277814686318
"13193","ENSG00000251049.2","lincRNA",0.0490033513810879,5.7203697240084
"5204","ENSG00000223519.8","transcribed_unitary_pseudogene",0.0342594536031682,5.85681720941624
"8660","ENSG00000234902.6","lincRNA",0.0373164332697023,-1.05880314382966
"18964","ENSG00000137171.14","protein_coding",-0.0586920290120844,5.196459419966
"7823","ENSG00000232238.1","processed_pseudogene",0.0473928464598758,5.7625759593893
"19012","ENSG00000265439.2","misc_RNA",-0.0977973710834831,1.19564715695635
"5327","ENSG00000236856.1","lincRNA",0.0304095501536606,0.303576637244185
"9942","ENSG00000261786.1","lincRNA",0.0361489186142588,1.95180900114907
"17799","ENSG00000228718.2","lincRNA",-0.0537473699612659,7.81213450276326
"16273","ENSG00000145721.11","protein_coding",0.0481550398428971,4.500657145834
"15956","ENSG00000272040.1","lincRNA",-0.0661352071676648,4.88974980113605
"16754","ENSG00000240250.3","misc_RNA",0.0362535997240684,-0.398389554761701
"9812","ENSG00000060971.17","protein_coding",0.037176605044109,6.20262764006672
"7144","ENSG00000231851.5","antisense",0.0363432359592659,0.0179660040393278
"15204","ENSG00000269466.3","protein_coding",-0.0314637769031544,6.34501411627406
"18614","ENSG00000204348.9","protein_coding",0.0491915685556188,1.98543001161152
"15037","ENSG00000272049.1","lincRNA",-0.0374521680473405,1.47485075256776
"7621","ENSG00000236590.1","unprocessed_pseudogene",-0.0554527020015133,3.08324209515166
"18144","ENSG00000223623.1","lincRNA",-0.0578433477387927,6.75091100062018
"3682","ENSG00000212538.2","snoRNA",0.0490986099377755,7.76394310994021
"4543","ENSG00000198570.5","protein_coding",-0.0520540620892874,2.28678629535581
"2721","ENSG00000198162.12","protein_coding",0.0304110970036668,0.625666608054362
"17928","ENSG00000285216.1","bidirectional_promoter_lncRNA",-0.0376600695108785,3.55630642374051
"18270","ENSG00000218069.2","processed_pseudogene",-0.0641465439451066,8.50539293223361
"13462","ENSG00000240426.1","processed_pseudogene",0.0296147752522604,-1.2982907157186
"596","ENSG00000074964.16","protein_coding",-0.0303811704220653,1.91995338397399
"11270","ENSG00000196353.11","protein_coding",-0.0522683427858005,1.44799750856519
"14016","ENSG00000250392.2","lincRNA",0.034472632214099,-0.915953038151833
"9705","ENSG00000261468.1","sense_overlapping",0.0746687691223134,5.50219565521113
"16122","ENSG00000249792.1","lincRNA",0.0365516504314803,3.90107652841449
"5713","ENSG00000214465.3","processed_pseudogene",-0.0536253702272432,5.57283528934101
"5119","ENSG00000196289.7","protein_coding",-0.0456207613658374,3.339549636615
"15114","ENSG00000248131.5","lincRNA",-0.0628567158266307,2.58521285678062
"267","ENSG00000049245.12","protein_coding",-0.0337370733338477,2.3403742330917
"15867","ENSG00000250387.2","lincRNA",0.0544003680390636,2.73862038238479
"11462","ENSG00000244171.4","processed_pseudogene",-0.0599586308661524,3.25293745534527
"10497","ENSG00000273461.5","lincRNA",0.0467138169382838,4.06476345050412
"1605","ENSG00000285839.1","protein_coding",0.0316110209314109,-0.343612268497911
"14297","ENSG00000249245.2","processed_pseudogene",0.0346464781590951,3.10887787171051
"10182","ENSG00000281358.1","antisense",0.0433271363638442,3.21979833798562
"18095","ENSG00000280989.1","lincRNA",-0.0295469145170083,0.329764917537367
"6715","ENSG00000068615.18","protein_coding",0.0589619100438848,3.24991180528554
"10581","ENSG00000240964.3","misc_RNA",-0.0442932131475745,0.463580273459015
"2305","ENSG00000230427.1","antisense",-0.0317800416839463,-1.37899060495065
"13799","ENSG00000252460.1","snRNA",0.0394198491650915,3.07655658989979
"3143","ENSG00000203288.3","antisense",0.0459868554888666,0.354006897393239
"6548","ENSG00000115274.14","protein_coding",0.0295840750945244,0.642091908058087
"18889","ENSG00000124596.16","protein_coding",-0.0541269832592042,1.65095330624609
"1073","ENSG00000162522.10","protein_coding",0.0420674237632645,2.49406102582458
"10475","ENSG00000241665.3","misc_RNA",-0.0557720462367248,6.08147531846491
"17891","ENSG00000218868.1","processed_pseudogene",0.0481544312327203,2.66673925768127
"8243","ENSG00000204311.13","protein_coding",-0.0527004477616928,4.07502888743101
"3764","ENSG00000224837.1","processed_pseudogene",-0.0298248642805578,2.5718206010211
"18075","ENSG00000228412.8","antisense",0.0454537045539015,-1.24152508564164
"7392","ENSG00000279227.1","TEC",-0.0612554333576838,2.83196886923221
"13971","ENSG00000201752.1","snRNA",0.0516595447480024,-1.31585725517216
"17702","ENSG00000146090.15","protein_coding",0.0727934860447784,6.16756971367193
"2494","ENSG00000134243.11","protein_coding",-0.0602707077428906,2.56594515305546
"16104","ENSG00000243385.2","processed_pseudogene",0.0317820132621833,-0.501823675152214
"4541","ENSG00000236809.2","unprocessed_pseudogene",-0.0681359080939742,5.28123653796584
"17495","ENSG00000253439.1","processed_pseudogene",0.0670369036407297,2.10977838500687
"13319","ENSG00000251284.2","processed_pseudogene",0.0469802522778448,3.79244270574984
"2039","ENSG00000285928.1","lincRNA",0.0633273445925255,5.08290618628867
